0.000000 nan
0.023333 0.000000
0.046667 0.000000
0.070000 0.000000
0.093333 0.000000
0.116667 0.000000
0.140000 0.000000
0.163333 0.000000
0.186667 0.000000
0.210000 0.000000
0.233333 0.000000
0.256667 0.000000
0.280000 0.000000
0.303333 0.000000
0.326667 0.000000
0.350000 0.000000
0.373333 0.000000
0.396667 0.000000
0.420000 0.000000
0.443333 0.000000
0.466667 0.000000
0.490000 0.000000
0.513333 0.000000
0.536667 0.000000
0.560000 0.000000
0.583333 0.000000
0.606667 0.000000
0.630000 0.000000
0.653333 0.000000
0.676667 0.000000
0.700000 0.000000
0.723333 0.000000
0.746667 0.000000
0.770000 0.000000
0.793333 0.000000
0.816667 0.000000
0.840000 0.000000
0.863333 0.000000
0.886667 0.000000
0.910000 0.000000
0.933333 0.000000
0.956667 0.000000
0.980000 0.576006
1.003333 3.783059
1.026667 3.160242
1.050000 2.684103
1.073333 2.290216
1.096667 1.936974
1.120000 1.772809
1.143333 1.645117
1.166667 1.293422
1.190000 1.385003
1.213333 1.053517
1.236667 1.134367
1.260000 0.928905
1.283333 0.784017
1.306667 0.861818
1.330000 0.667986
1.353333 0.750616
1.376667 0.719946
1.400000 0.746334
1.423333 0.619820
1.446667 0.603008
1.470000 0.505136
1.493333 0.601419
1.516667 0.548517
1.540000 0.607740
1.563333 0.592009
1.586667 0.565747
1.610000 0.710387
1.633333 0.650325
1.656667 0.540530
1.680000 0.692239
1.703333 0.698623
1.726667 0.709772
1.750000 0.756564
1.773333 0.733283
1.796667 0.804211
1.820000 0.859143
1.843333 0.918853
1.866667 0.918311
1.890000 0.938558
1.913333 0.944508
1.936667 1.038497
1.960000 1.039786
1.983333 1.095385
2.006667 1.159764
2.030000 1.012910
2.053333 1.070965
2.076667 1.110631
2.100000 1.053051
2.123333 1.044993
2.146667 1.049466
2.170000 0.953017
2.193333 0.983411
2.216667 0.902091
2.240000 0.867486
2.263333 0.889480
2.286667 0.822414
2.310000 0.793010
2.333333 0.775235
2.356667 0.822845
2.380000 0.776047
2.403333 0.746250
2.426667 0.763107
2.450000 0.810893
2.473333 0.747044
2.496667 0.702389
2.520000 0.754115
2.543333 0.817120
2.566667 0.751363
2.590000 0.804483
2.613333 0.830420
2.636667 0.830349
2.660000 0.870316
2.683333 0.848468
2.706667 0.830573
2.730000 0.808806
2.753333 0.870992
2.776667 0.894399
2.800000 0.925373
2.823333 0.893832
2.846667 0.925737
2.870000 0.836926
2.893333 0.930973
2.916667 0.954163
2.940000 0.940790
2.963333 0.912021
2.986667 0.925066
3.010000 0.906097
3.033333 0.948574
3.056667 0.926330
3.080000 0.935660
3.103333 0.884629
3.126667 0.872771
3.150000 0.886838
3.173333 0.884054
3.196667 0.879614
3.220000 0.864585
3.243333 0.851026
3.266667 0.840153
3.290000 0.853975
3.313333 0.795906
3.336667 0.826202
3.360000 0.828826
3.383333 0.844938
3.406667 0.808366
3.430000 0.846889
3.453333 0.868105
3.476667 0.824884
